
>>> Random number generator seed is 123456
Setting robust fit options to Tolerance=0.1 / Strategy=0 / Type,Algo=Minuit2,Migrad (note that defaults of CascadeMinimizer if these options were not specified)
>>> Method used is MultiDimFit
Redefining the POIs to be: RooArgSet:: = (r)
Doing initial fit: 

  RooFitResult: minimized FCN value: 0, estimated distance to minimum: 3.9043e-18
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 

    Constant Parameter    Value     
  --------------------  ------------
  CMS_NPS26009_LightJetStat_DY_BJetOS_2022EE_In    0.0000e+00
  CMS_NPS26009_LightJetStat_DY_BJetOS_2022_In    0.0000e+00
  CMS_NPS26009_LightJetStat_DY_BJetOS_2023BPix_In    0.0000e+00
  CMS_NPS26009_LightJetStat_DY_BJetOS_2023_In    0.0000e+00
  CMS_NPS26009_MCstat_other_BJetOS_2022EE_In    0.0000e+00
  CMS_NPS26009_MCstat_other_BJetOS_2022_In    0.0000e+00
  CMS_NPS26009_MCstat_other_BJetOS_2023BPix_In    0.0000e+00
  CMS_NPS26009_MCstat_other_BJetOS_2023_In    0.0000e+00
  CMS_NPS26009_MCstat_signal_BJetOS_2022EE_In    0.0000e+00
  CMS_NPS26009_MCstat_signal_BJetOS_2022_In    0.0000e+00
  CMS_NPS26009_MCstat_signal_BJetOS_2023BPix_In    0.0000e+00
  CMS_NPS26009_MCstat_signal_BJetOS_2023_In    0.0000e+00
  CMS_NPS26009_MCstat_singleTop_BJetOS_2022EE_In    0.0000e+00
  CMS_NPS26009_MCstat_singleTop_BJetOS_2022_In    0.0000e+00
  CMS_NPS26009_MCstat_singleTop_BJetOS_2023BPix_In    0.0000e+00
  CMS_NPS26009_MCstat_singleTop_BJetOS_2023_In    0.0000e+00
  CMS_NPS26009_MCstat_ttbar_BJetOS_2022EE_In    0.0000e+00
  CMS_NPS26009_MCstat_ttbar_BJetOS_2022_In    0.0000e+00
  CMS_NPS26009_MCstat_ttbar_BJetOS_2023BPix_In    0.0000e+00
  CMS_NPS26009_MCstat_ttbar_BJetOS_2023_In    0.0000e+00
  CMS_NPS26009_NFModel_DY_BJetOS_13p6TeV_In    0.0000e+00
  CMS_NPS26009_NFStat_DY_BJetOS_2022EE_In    7.3804e-02
  CMS_NPS26009_NFStat_DY_BJetOS_2022_In    6.9651e-02
  CMS_NPS26009_QCDscale_fac_singleTop_In    0.0000e+00
  CMS_NPS26009_QCDscale_ren_singleTop_In    0.0000e+00
  CMS_NPS26009_bckgNorm_QCD_BJetOS_2022EE_In    0.0000e+00
  CMS_NPS26009_bckgNorm_QCD_BJetOS_2022_In    0.0000e+00
  CMS_NPS26009_bckgNorm_QCD_BJetOS_2023BPix_In    0.0000e+00
  CMS_NPS26009_bckgNorm_QCD_BJetOS_2023_In    0.0000e+00
  CMS_NPS26009_bckgShape_QCD_BJetOS_2022EE_In    1.3851e-13
  CMS_NPS26009_bckgShape_QCD_BJetOS_2022_In    4.1094e-08
  CMS_NPS26009_bckgShape_QCD_BJetOS_2023BPix_In    4.4938e-07
  CMS_NPS26009_bckgShape_QCD_BJetOS_2023_In    1.9547e-11
  CMS_NPS26009_btag_fixedWP_comb_bc_correlated_13p6TeV_In    0.0000e+00
  CMS_NPS26009_btag_fixedWP_incl_light_correlated_13p6TeV_In    0.0000e+00
  CMS_NPS26009_eff_m_id_Run3_In    0.0000e+00
  CMS_NPS26009_eff_m_trigger_2022EE_In    0.0000e+00
  CMS_NPS26009_eff_m_trigger_2022_In    0.0000e+00
  CMS_NPS26009_eff_m_trigger_2023BPix_In    0.0000e+00
  CMS_NPS26009_eff_m_trigger_2023_In    0.0000e+00
  CMS_NPS26009_lumi_2022_In    0.0000e+00
  CMS_NPS26009_lumi_2023_In    0.0000e+00
  CMS_NPS26009_pdf_NNPDF31_In    0.0000e+00
  CMS_NPS26009_topmass_ttbar_BJetOS_In    0.0000e+00
  CMS_btag_fixedWP_comb_bc_uncorrelated_2022EE_In    0.0000e+00
  CMS_btag_fixedWP_comb_bc_uncorrelated_2022_In    0.0000e+00
  CMS_btag_fixedWP_comb_bc_uncorrelated_2023BPix_In    0.0000e+00
  CMS_btag_fixedWP_comb_bc_uncorrelated_2023_In    0.0000e+00
  CMS_btag_fixedWP_incl_light_uncorrelated_2022EE_In    0.0000e+00
  CMS_btag_fixedWP_incl_light_uncorrelated_2022_In    0.0000e+00
  CMS_btag_fixedWP_incl_light_uncorrelated_2023BPix_In    0.0000e+00
  CMS_btag_fixedWP_incl_light_uncorrelated_2023_In    0.0000e+00
  CMS_pileup_13p6TeV_In    0.0000e+00
   CMS_res_j_2022EE_In    0.0000e+00
     CMS_res_j_2022_In    0.0000e+00
  CMS_res_j_2023BPix_In    0.0000e+00
     CMS_res_j_2023_In    0.0000e+00
  CMS_scale_j_2022EE_In    0.0000e+00
   CMS_scale_j_2022_In    0.0000e+00
  CMS_scale_j_2023BPix_In    0.0000e+00
   CMS_scale_j_2023_In    0.0000e+00
  CMS_scale_m_13p6TeV_In    0.0000e+00
  QCDscale_fac_ttbar_In    0.0000e+00
  QCDscale_ren_ttbar_In    0.0000e+00
         pdf_alphas_In    0.0000e+00

    Floating Parameter  InitialValue    FinalValue +/-  Error     GblCorr.
  CMS_NPS26009_topmass_ttbar_BJetOS    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
  CMS_btag_fixedWP_comb_bc_uncorrelated_2022    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
  CMS_btag_fixedWP_comb_bc_uncorrelated_2022EE    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
  CMS_btag_fixedWP_comb_bc_uncorrelated_2023    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
  CMS_btag_fixedWP_comb_bc_uncorrelated_2023BPix    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
  CMS_btag_fixedWP_incl_light_uncorrelated_2022    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
  CMS_btag_fixedWP_incl_light_uncorrelated_2022EE    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
  CMS_btag_fixedWP_incl_light_uncorrelated_2023    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
  CMS_btag_fixedWP_incl_light_uncorrelated_2023BPix    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
    CMS_pileup_13p6TeV    0.0000e+00    0.0000e+00 +/-  9.89e-01  <none>
        CMS_res_j_2022    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      CMS_res_j_2022EE    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        CMS_res_j_2023    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
    CMS_res_j_2023BPix    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      CMS_scale_j_2022    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
    CMS_scale_j_2022EE    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      CMS_scale_j_2023    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
  CMS_scale_j_2023BPix    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
   CMS_scale_m_13p6TeV    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
    QCDscale_fac_ttbar    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
    QCDscale_ren_ttbar    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
            pdf_alphas    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
                     r    4.4922e-01    4.4922e-01 +/-  2.50e-01  <none>

Running RobustFit for POI CMS_NPS26009_LightJetStat_DY_BJetOS_2023. Configured with strategy 0  
Set default minimizer to Minuit2, algorithm Migrad, tolerance 0.1
Searching for crossing at nll = 8.06695, in the interval 0 < CMS_NPS26009_LightJetStat_DY_BJetOS_2023 < 0.000311727
 CMS_NPS26009_LightJetStat_DY_BJetOS_2023 lvl-here lvl-there 	stepping 
 0.000031    +0.41447  +0.49447    0.000031
 0.000062    +0.17447  +0.41447    0.000031
 0.000094    -0.22552  +0.17447    0.000031
[ERROR] Closed range without finding crossing! 
Set default minimizer to Minuit2, algorithm Migrad, tolerance 0.1
Searching for crossing at nll = 8.06695, in the interval 0 < CMS_NPS26009_LightJetStat_DY_BJetOS_2023 < -0.000311727
 CMS_NPS26009_LightJetStat_DY_BJetOS_2023 lvl-here lvl-there 	stepping 
 -0.000031    +0.41447  +0.49447    -0.000031
 -0.000062    +0.17447  +0.41447    -0.000031
 -0.000094    -0.22552  +0.17447    -0.000031
[ERROR] Closed range without finding crossing! 

 --- MultiDimFit ---
Parameter impacts: 
  Parameter                                :   Best-fit               r            
  CMS_NPS26009_LightJetStat_DY_BJetOS_2023 :   +0.000  +0.000/+0.000Minimization configured with Type=Minuit2, Algo=Migrad, strategy=1, tolerance=0.1
Minuit2Minimizer: Minimize with max-calls 32500 convergence for edm < 0.1 strategy 1
Minuit2Minimizer::Minuit  - Changing default options
             StorageLevel :               0
Warning in <Minuit2>: VariableMetricBuilder No improvement in line search
Minuit2Minimizer : Valid minimum - status = 0
FVAL  = 0
Edm   = 5.0055393801803863e-18
Nfcn  = 2717
CMS_NPS26009_LightJetStat_DY_BJetOS_2022	  = 0	 +/-  0.976106
CMS_NPS26009_LightJetStat_DY_BJetOS_2022EE	  = 0	 +/-  0.994314
CMS_NPS26009_LightJetStat_DY_BJetOS_2023BPix	  = 0	 +/-  0.0107214	(limited)
CMS_NPS26009_MCstat_other_BJetOS_2022	  = 0	 +/-  0.999142
CMS_NPS26009_MCstat_other_BJetOS_2022EE	  = 0	 +/-  0.999552
CMS_NPS26009_MCstat_other_BJetOS_2023	  = 0	 +/-  0.99991
CMS_NPS26009_MCstat_other_BJetOS_2023BPix	  = 0	 +/-  0.993005
CMS_NPS26009_MCstat_signal_BJetOS_2022	  = 0	 +/-  0.999847
CMS_NPS26009_MCstat_signal_BJetOS_2022EE	  = 0	 +/-  0.999631
CMS_NPS26009_MCstat_signal_BJetOS_2023	  = 0	 +/-  0.999581
CMS_NPS26009_MCstat_signal_BJetOS_2023BPix	  = 0	 +/-  0.999716
CMS_NPS26009_MCstat_singleTop_BJetOS_2022	  = 0	 +/-  0.991239
CMS_NPS26009_MCstat_singleTop_BJetOS_2022EE	  = 0	 +/-  0.983569
CMS_NPS26009_MCstat_singleTop_BJetOS_2023	  = 0	 +/-  0.999813
CMS_NPS26009_MCstat_singleTop_BJetOS_2023BPix	  = 0	 +/-  0.999685
CMS_NPS26009_MCstat_ttbar_BJetOS_2022	  = 0	 +/-  0.986722
CMS_NPS26009_MCstat_ttbar_BJetOS_2022EE	  = 0	 +/-  0.986784
CMS_NPS26009_MCstat_ttbar_BJetOS_2023	  = 0	 +/-  0.988245
CMS_NPS26009_MCstat_ttbar_BJetOS_2023BPix	  = 0	 +/-  0.986499
CMS_NPS26009_NFModel_DY_BJetOS_13p6TeV	  = 0	 +/-  0.999996
CMS_NPS26009_NFStat_DY_BJetOS_2022	  = 0.0696512	 +/-  0.0124643	(limited)
CMS_NPS26009_NFStat_DY_BJetOS_2022EE	  = 0.0738037	 +/-  0.00802586	(limited)
CMS_NPS26009_QCDscale_fac_singleTop	  = 0	 +/-  0.999955
CMS_NPS26009_QCDscale_ren_singleTop	  = 0	 +/-  0.999943
CMS_NPS26009_bckgNorm_QCD_BJetOS_2022	  = 0	 +/-  1
CMS_NPS26009_bckgNorm_QCD_BJetOS_2022EE	  = 0	 +/-  1
CMS_NPS26009_bckgNorm_QCD_BJetOS_2023	  = 0	 +/-  1
CMS_NPS26009_bckgNorm_QCD_BJetOS_2023BPix	  = 0	 +/-  1
CMS_NPS26009_bckgShape_QCD_BJetOS_2022	  = 4.10937e-08	 +/-  0.00213127	(limited)
CMS_NPS26009_bckgShape_QCD_BJetOS_2022EE	  = 1.3851e-13	 +/-  0.015266	(limited)
CMS_NPS26009_bckgShape_QCD_BJetOS_2023	  = 1.95474e-11	 +/-  0.103419	(limited)
CMS_NPS26009_bckgShape_QCD_BJetOS_2023BPix	  = 4.49378e-07	 +/-  0.00847646	(limited)
CMS_NPS26009_btag_fixedWP_comb_bc_correlated_13p6TeV	  = 0	 +/-  0.981502
CMS_NPS26009_btag_fixedWP_incl_light_correlated_13p6TeV	  = 0	 +/-  0.999907
CMS_NPS26009_eff_m_id_Run3	  = 0	 +/-  0.99995
CMS_NPS26009_eff_m_trigger_2022	  = 0	 +/-  0.999779
CMS_NPS26009_eff_m_trigger_2022EE	  = 0	 +/-  0.999843
CMS_NPS26009_eff_m_trigger_2023	  = 0	 +/-  0.999809
CMS_NPS26009_eff_m_trigger_2023BPix	  = 0	 +/-  0.999848
CMS_NPS26009_lumi_2022	  = 0	 +/-  0.999219
CMS_NPS26009_lumi_2023	  = 0	 +/-  0.999552
CMS_NPS26009_pdf_NNPDF31	  = 0	 +/-  0.998233
CMS_NPS26009_topmass_ttbar_BJetOS	  = 0	 +/-  0.999897
CMS_btag_fixedWP_comb_bc_uncorrelated_2022	  = 0	 +/-  0.997511
CMS_btag_fixedWP_comb_bc_uncorrelated_2022EE	  = 0	 +/-  0.997965
CMS_btag_fixedWP_comb_bc_uncorrelated_2023	  = 0	 +/-  0.997085
CMS_btag_fixedWP_comb_bc_uncorrelated_2023BPix	  = 0	 +/-  0.997403
CMS_btag_fixedWP_incl_light_uncorrelated_2022	  = 0	 +/-  0.99997
CMS_btag_fixedWP_incl_light_uncorrelated_2022EE	  = 0	 +/-  0.999974
CMS_btag_fixedWP_incl_light_uncorrelated_2023	  = 0	 +/-  0.999997
CMS_btag_fixedWP_incl_light_uncorrelated_2023BPix	  = 0	 +/-  0.999988
CMS_pileup_13p6TeV	  = 0	 +/-  0.994095
CMS_res_j_2022	  = 0	 +/-  1
CMS_res_j_2022EE	  = 0	 +/-  1
CMS_res_j_2023	  = 0	 +/-  1
CMS_res_j_2023BPix	  = 0	 +/-  1
CMS_scale_j_2022	  = 0	 +/-  0.999991
CMS_scale_j_2022EE	  = 0	 +/-  0.999999
CMS_scale_j_2023	  = 0	 +/-  0.999962
CMS_scale_j_2023BPix	  = 0	 +/-  0.999237
CMS_scale_m_13p6TeV	  = 0	 +/-  0.999958
QCDscale_fac_ttbar	  = 0	 +/-  0.999256
QCDscale_ren_ttbar	  = 0	 +/-  0.999438
pdf_alphas	  = 0	 +/-  0.999907
r	  = 0.449219	 +/-  0.250967	(limited)
Minimization finished with status=0
Minimization success! status=0
Minimization configured with Type=Minuit2, Algo=Migrad, strategy=1, tolerance=0.1
Minuit2Minimizer: Minimize with max-calls 32500 convergence for edm < 0.1 strategy 1
Minuit2Minimizer::Minuit  - Changing default options
             StorageLevel :               0
Warning in <Minuit2>: VariableMetricBuilder No improvement in line search
Minuit2Minimizer : Valid minimum - status = 0
FVAL  = 0
Edm   = 5.0055393801803863e-18
Nfcn  = 2717
CMS_NPS26009_LightJetStat_DY_BJetOS_2022	  = 0	 +/-  0.976106
CMS_NPS26009_LightJetStat_DY_BJetOS_2022EE	  = 0	 +/-  0.994314
CMS_NPS26009_LightJetStat_DY_BJetOS_2023BPix	  = 0	 +/-  0.0107214	(limited)
CMS_NPS26009_MCstat_other_BJetOS_2022	  = 0	 +/-  0.999142
CMS_NPS26009_MCstat_other_BJetOS_2022EE	  = 0	 +/-  0.999552
CMS_NPS26009_MCstat_other_BJetOS_2023	  = 0	 +/-  0.99991
CMS_NPS26009_MCstat_other_BJetOS_2023BPix	  = 0	 +/-  0.993005
CMS_NPS26009_MCstat_signal_BJetOS_2022	  = 0	 +/-  0.999847
CMS_NPS26009_MCstat_signal_BJetOS_2022EE	  = 0	 +/-  0.999631
CMS_NPS26009_MCstat_signal_BJetOS_2023	  = 0	 +/-  0.999581
CMS_NPS26009_MCstat_signal_BJetOS_2023BPix	  = 0	 +/-  0.999716
CMS_NPS26009_MCstat_singleTop_BJetOS_2022	  = 0	 +/-  0.991239
CMS_NPS26009_MCstat_singleTop_BJetOS_2022EE	  = 0	 +/-  0.983569
CMS_NPS26009_MCstat_singleTop_BJetOS_2023	  = 0	 +/-  0.999813
CMS_NPS26009_MCstat_singleTop_BJetOS_2023BPix	  = 0	 +/-  0.999685
CMS_NPS26009_MCstat_ttbar_BJetOS_2022	  = 0	 +/-  0.986722
CMS_NPS26009_MCstat_ttbar_BJetOS_2022EE	  = 0	 +/-  0.986784
CMS_NPS26009_MCstat_ttbar_BJetOS_2023	  = 0	 +/-  0.988245
CMS_NPS26009_MCstat_ttbar_BJetOS_2023BPix	  = 0	 +/-  0.986499
CMS_NPS26009_NFModel_DY_BJetOS_13p6TeV	  = 0	 +/-  0.999996
CMS_NPS26009_NFStat_DY_BJetOS_2022	  = 0.0696512	 +/-  0.0124643	(limited)
CMS_NPS26009_NFStat_DY_BJetOS_2022EE	  = 0.0738037	 +/-  0.00802586	(limited)
CMS_NPS26009_QCDscale_fac_singleTop	  = 0	 +/-  0.999955
CMS_NPS26009_QCDscale_ren_singleTop	  = 0	 +/-  0.999943
CMS_NPS26009_bckgNorm_QCD_BJetOS_2022	  = 0	 +/-  1
CMS_NPS26009_bckgNorm_QCD_BJetOS_2022EE	  = 0	 +/-  1
CMS_NPS26009_bckgNorm_QCD_BJetOS_2023	  = 0	 +/-  1
CMS_NPS26009_bckgNorm_QCD_BJetOS_2023BPix	  = 0	 +/-  1
CMS_NPS26009_bckgShape_QCD_BJetOS_2022	  = 4.10937e-08	 +/-  0.00213127	(limited)
